电影名,年份,评分,影评数,当前影评
心灵奇旅 Soul,2020,8.9,3878,        皮克斯一改往日的童话口吻突然变得语重心长起来！心灵奇旅直面成年人的世界，对生活的意义开始发问：什么是人生？我们活着的意义是什么？原本只想暂时躲避一下现实的我们重又被拉回现实，我们和男主一样活的一塌糊涂，我们有时对平庸的人生也产生怀疑，我们也像基金经理一样忙到枉顾生活的多元只剩一副躯壳。现在我们来讨论，假如现在突然猝死，你怎样看待自己的一生？你是否抱憾而去？主角乔伊死而复生终于登台全了一生愿望，却在演奏结束走出酒吧门厅的时候惆怅不知所措，等了一生之久这一刻和平常似乎并无二致，对他而言的机会在主唱眼里不过是夜复一夜的上班下班如此而已。正如女歌手讲给乔伊的那个故事，年少的鱼问年老的鱼生活在大海是什么感觉？年老的鱼说大海也不过是更大的水而已！电影在此时才触及灵魂，火花不是生活的目标。而这一切需要另一个角色来诠释，她就是在生之彼岸不愿降生地球的第22号灵魂。22在生之彼岸待了千年之久，因为她厌恶地球的生活，对一切都提不起兴趣，什么都不能使她产生热情。可偏偏就是这样一个厌恶生活的灵魂借乔伊的身体体验了一把地球人的生活之后不愿回去。生活于她处处觉的新鲜，美食，落叶，音乐，原来活着的意义是并不是追逐未来的某个固定的高度，而是全身心的投入到当下的生活中去体验美食的香味，落叶的静美，聆听音乐的旋律，感受亲情的温度，参与他人的生活。故事讲到这里，平庸如我也不再自卑，生命是用来体验的，不是用尽一生去等一个什么终极目标。
心灵奇旅 Soul,2020,8.9,3878,非常喜欢，对于此刻的我来说像是一场及时雨、或者一根救命稻草，比“Remember me”更撼动我的内心。我是个特别热爱追问意义与价值的人，重要的不是物质，而是自我价值的实现，而这似乎就逃不开对于人生目的的拷问。前段时间常觉得自己迷失感很重，现在看来可能真的是因为过分看重目标与意义，而与朝夕相处的日常生活脱节，所以才痛苦不堪。这部电影想要讲述的东西，和我最近得出的结论其实相当一致，而这也驱使我下定决心离开现在的生活方式，逃脱一直以来束缚我的叙事陷阱，去尝试与众不同的可能性。我现在想要相信的是，长远的目的固然重要，但日常的琐碎才是人们赖以生存的介质。我们大可不必长途跋涉翻山越岭去追寻诗和远方，诗和远方就在当下的生命里，幸福则由眼下每一个细小的快乐瞬间组成，我想要重新找回的是从平凡生活里找寻魔法的能力，祝福大家都有这种能力，冬天的静电未尝不是生命的火花呢。
心灵奇旅 Soul,2020,8.9,3878,也许是我没去电影院吧，或者是期待太高？迪士尼死忠的我本人今年对迪士尼真的很失望啊，当然动画画面结构上都没得说，立论也是相当OK的。但故事上真的挺差的，一是我觉得细节上与生活联结的巧思不如之前的电影（像无敌破坏王，怪兽电力公司都有不止一两个让人拍手叫绝的idea），但这部电影感觉还可以的就是那两个zone一个“忘我”状态的一个“迷失”状态，除此以外什么personality，earth pass，life beyond之类的都称不上巧思，都是常人去想就可以想到的一些point。二个情节处理不够连贯，就没有那种故事真的顺其自然又让你意想不到的惊喜感觉（这点做的比较好的疯狂动物城，寻梦环游记），很多地方在我看来都很生硬，比如小孩要quit那个，是对剧情有一定的作用啦但我觉得还是偏生硬了，再者对于高潮的处理上也不够好，完全没有惊喜的感觉，如果非得说走得是平淡风那恕我欣赏不来，我觉得剧本上要么前期brain storm没做好要么决策做错了，看22和男主来到现实世界那段，本应该最能说明电影主题立论的地方，我只记得三个事情理发店、躺出风口、和地铁听到音乐，唯一还可以的是理发店，我觉得这种情节可以再多一些，如果怕repetitive可以有些稍小段，这样才能让男主（同时让观众）认识到22和他的不同，让观众去get 22的没有purposes但去感受生活的这个point，同时这一块其实是最能产生笑点的地方，毕竟一个从没来到世界的soul进入了崭新的肉体来到了世界（然而地铁上喝椅子下的饮料可以说是本剧我笑出声的唯一笑点，还有一部分原因是因为我生活在ny就更好笑了些），所以故事上真的只能打及格分。豆瓣上这9.3的开分我真不知道是电影院看有奇效还是你们太久没看过这种给人心灵启迪主旨的片子了，毕竟往常都看悬疑奇幻剧情甜宠，突然看的确是会是觉得有意义的。但说真的哪吒给五星的话，这片子最多3星
心灵奇旅 Soul,2020,8.9,3878,"𝐘𝐨𝐮 𝐰𝐢𝐥𝐥 𝐝𝐢𝐟𝐢𝐧𝐢𝐭𝐞𝐥𝐲 𝐟𝐢𝐧𝐝 𝐲𝐨𝐮𝐫 𝐒𝐏𝐀𝐑𝐊 𝐰𝐢𝐭𝐡 𝐡𝐞𝐚𝐫𝐭.又挤又破的地下铁，黄色的Taxi，夜幕下璀璨的布鲁克林大桥，哈德逊河上远眺万家灯火，曼哈顿的深秋之色，小酒吧里的爵士乐，这就是纽约啊。“灵魂不会被压垮，压垮你的是生活啊。”Pete Doctor （彼特·道格特）是经典动画片《怪物公司》、《飞屋环游记》、《头脑特工队》的导演，他将动画的商业性质与人文的深度性巧妙结合。线条构成的虚拟人物, Pixar把抽象概念表现得幽默易懂，又满含着对现实多维度的审视。「火花」(Spark) 在故事中的设定至为关键。影片讨论了MIND与PHYSICAL，意识世界与物理世界之间的连结，已然升级到哲学思想的境界。爵士乐于19世纪末20世纪初源于美国,诞生于美国南部黑人聚居、氛围自由开放的新奥尔良，后来在逐渐北上，在芝加哥和纽约发扬光大，而后盘踞在纽约哈林区，成为一道独具特色的文化风景，也是“黑人文艺复兴”的重要标志。它无论是从历史上、文化上，抑或是风格上，都与“自由随性”脱不开关系。22号灵魂将自己漫无目的的人生探索定义为“Jazzing”，恰是一种绝妙的概括。It’s just I’ve been waiting on this day for my entire life. I thought I’d feel different. 　　每一条鱼都活在水里。　　浩瀚无边的海洋，或许并不在远方。“活在你生命里的每一分钟”（live every minute of your life）🪐 在上海的和平影都Atmos厅看的时候，我沉醉于大荧幕上的3D动画的特效所带来的身临其境之感，这必然比Disney +的观影体验更优。🪐 2021首部五星佳片。皮克斯的电影总能带来温暖与光芒，整场电影有好几次影厅里充满了默契的笑声。比如当乔伊·高纳变成猫的时候，又比如画面转到基金经理的时候，“一定要成交,一定要成交” 的话让人忍俊不禁。🪐 电影结束之时，影厅里竟然响起阵阵的掌声【我印象里唯有每次话剧🔚才有自发性的鼓掌：伦敦Play House 一美的那场 & Broadway的Wicked；至于电影的话，自《复仇者联盟4》首映礼之后，已经很久没有听闻这样的掌声了。】🪐这是一个人看的电影，只记得那天心里很充盈。繁华的上海，我循着小路走回福州路的酒店，途径一个卖旧书的书店，又碰见卖红薯的摊贩，其实呀，只记得那天晚上挺温暖的。🪐 我想上述的就是人生的Spark吧，我的wx id也叫做这个很久啦。影片里的“忘我之境” 就是我在写影评 & 研究电影的时候的境界吧。"
心灵奇旅 Soul,2020,8.9,3878,每个人都想在这部电影里找到精神共鸣或者灵魂抚慰。各花入各眼，我说说我看到了啥子。成就自我天赋与享受活在当下不矛盾。有没有人一边玩着/活在当下一边就成就了天赋梦想呢，有的，这个完成梦想其实是有一个自我价值认可的过程的，世俗的大多数是有一个自证或者他证的过程的，当然有极少数的人是不求认可不求名声地位财富只为了表达自我的，比如梵高。但是世俗大多数人都想因自我价值/因天赋才华而被爱，而与人建立关系，而享受优待。乔伊高那实现梦想完了之后觉得空虚，这个逻辑就是试过了之后才懂得（以及我质疑乔伊拿了22的活在当下的火花重回到地球所以才空虚，那压根不是他的火花），虽然执着梦想目标的过程中忘记看沿途美丽的风景，但不完成那个我执不得真理。以及导演是不是人到中年功成名就之后才有感而发说要看看沿途的风景要享受当下啊，如果他是一个刚刚入职皮克斯的职员他会这样劝慰打工人活在当下别急着完成业绩，吃好喝好看点美景，我看他很难有这个深刻感悟。所以对大部分人来讲我觉得重点是我执的度如何掌握，适量的我执可能就是追求梦想实现的燃料和动力，但整个生命都在追求梦想实现忘记身体心灵这是否值得，我执和梦想如何平衡才不会迷失灵魂，头脑思想在什么度才不会迷失灵魂。我觉得重点讨论头脑思想，心，灵魂，肉体的关系。我执是什么，就是我头脑执着目标整个人都投入到里面而忘记了肉体的五感，比如我没有全身心的吃饭，我一边吃一边想那个工作，我睡觉想蹲马桶也想娱乐也想，我就像一个工作机器而忘记品味美食的口感气味等。这种就变成了22隐秘空间里的灵魂迷路者，不得不说我非常喜欢的一个角色月之风，他在转广告牌的冥想状态中出神去打捞灵魂迷路者，他曾经玩游戏迷途了挺痛苦的，他感同身受痛苦而想拯救迷途羔羊，月之风有句话很关键，他说打捞了迷途的灵魂让他们建立与身体的链接才能找到自己，所以身体与灵魂的关系其实是密切相关的。我特别喜欢月之风那艘粉紫色的船，放着奔放又热烈的音乐来拯救迷途的灵魂，这些灵魂外面裹着一层黑黑的厚皮，这些厚皮就是我执，就是痴迷，就是执着到生命只有这一件事没有活着这件事，他们分不清我执和梦想的分界线在哪，那个度如何平衡。就像宫崎骏千与千寻里面那个千寻在澡堂里遇见了庞大黑黑的妖怪里面插着一把刀，千寻就给他洗澡拔了刀洗去了黑黑的污垢，我觉得跟那个形象特别像。不是劝退有才华的人不追求天赋梦想，也不是把天赋才华和活在当下对立起来。你可以追求天赋才华的梦想实现，你也可以享受当下的生活。理发师本来想当兽医但女儿生病学理发学费比较便宜，所以他就做起了理发师，但他做的很好也很开心，也得到一些欣赏他手艺的人，他有固定客户，他有钱养活家庭，这对他来说就够了，22也是看着树叶落在手里听到地铁里的歌声这些找到了地球通行证，所以天赋不同各自懂得各自安放，那有的人的天赋就是享受每个当下，有的人就是自我实现天赋才华，我觉得每个人是有不同进程的，有的走的快点有的慢点，灵魂进化的路径不同火花不同，但终点是相同的，是为了回归一。我前面疑问来着，乔伊是用了22的地球通行证回到的地球，那是22活在当下的火花，不是乔伊高那钢琴爵士的火花，所以他在表演完跟偶像的同台以后就空虚是因为他的火花就是活在当下，而不是爵士钢琴。我还懂得，人生可能本来就没啥意义，追求意义到最后就是放下意义，别给自己活着找存在的意义和价值，没有用，没办法慰藉心灵，这句话是说给不被认可存在的人听的，说给不被爱的人，说给自己不会爱自己的人的，就是说给曾被否定存在的人听的。你们这群人要活在当下要爱自己奥。每个人的每个阶段的领悟和进程是不同的，你不用来说服我跟你一样，我也不绑架你跟我一样必须有社会普遍认知的火花，谁说火花就一定是天赋呢，活着本身为啥就不能是火花呢，你有你的火花，我有我的，求同存异，各自领悟。脱去社会普遍的认知思想，那个真正的我到底是什么样子的。我的思想是怎样的，思想存在于头脑里，头脑存在于身体里，而身体里放着头脑思想还有什么，放着心灵，而心也在身体里，心是灵魂的寄居地，所以头脑，心，身体，灵魂是什么关系。我还有一个疑问，活在当下是不是说头脑，心，身体，灵魂这四个一起全息投入到活着的每一刻呢，这种活在当下的目的是为了体验灵魂的感觉吗。我还没想明白，先记录。我爱月之风，还有他跳的舞，喜欢他的船和音乐。
心灵奇旅 Soul,2020,8.9,3878,"有個成語“三心二意”，基本上可以歸納普通人所有的內心念頭。三心是過去心，現在心，未來心。人不是緬懷過去，就是暢享未來，再麼就是現在很投入，可以是開心的投入，也可以是難過的迷失。二意就像是joe和22，joe是後天意識，自己把自己限定到了祇有玩爵士樂才能活出生活的意義；22是個明白人，地球充滿了痛苦，人間不值得，沒有興趣，雖然已經不會再被任何世間的學問所騙，但依然貪吃，愛著江上之清風，山間之明月，秋天那一片落下的銀杏叶。

spark不是人生的意義，衹是那些執著，可以説它是愛好，但無論什麼愛好都有它的代價。“無情何必生斯世，有好終須累此身”。

22看起來很好滿足，是個小孩子，但深層的22的問題，生死和時間，為何白白走這一遭，這幾乎不可能。要解決這問題，比成為世界上最偉大的爵士樂藝術家難數萬倍。

joe的夢想看起來很難，是所有內心懷揣著一絲執念的打工人那難以實現的白月光，是一次次“如果我註定無法實現夢想，我的人生還有什麼價值”“我現在撲街，我會不會覺得人生不值得”這些紮心問題的根源。但其實，从統計上來說，以世俗成功学的標準，滿足這了這個夢的人有很多，活著的人上人，現在百分之一的人口不誇張。那麼然後呢，這些人真得獲得了永恆的幸福，常樂我淨了嗎？

我覺得是沒有，因為慾望是無窮的，藝術之上還有藝術，學術無止境，權利的盡頭是千秋萬代長生不老……所以joe成功之後，不是繼續成功直到癡迷到了某種境界，就是迷失了，跟搞金融的交易員本質上是一樣的，再來就是回到22那原本的終極疑惑之中。

所以問題不是如何面對三心二意，而是如何超脫這“三心二意”，很重要。

這個故事告訴我們：過馬路要注意，少吃垃圾食品，喝心靈雞湯不如吃一塊披薩，跟媽媽説實話，跟領導吹吹牛。人間雖然不值得，但這日子還是可以過得真香。

然後如果你一邊很愛吃，一邊喜歡躺平的哲學，就像22那樣，那麼恭喜你下輩子應該還是可以投生在中國或者印度，開啟下一周目的輪迴。

"
心灵奇旅 Soul,2020,8.9,3878,看完挺有感触的。灵魂的世界会是怎样的，电影的重点并不是死后灵魂会怎样，而是出生前的灵魂。在投胎前，先被赋予各种性格，不管是阳光开朗还是自恋嫉妒，没有正确与否，没有褒贬，然后在导师的指导下去寻找生命中的spark，有的人是足球，有的人是烘焙，就像现实中每个人的热衷的事情都不一样，而且总会有那样的事情让你兴奋。男主的spark很明显是音乐，怀揣着音乐梦想但各种受挫，不被身边的人看好，只能去教小学生音乐，但故事并不是朝着他怎样战胜困难实现梦想的俗套励志发展。而女主是一个厌世、不愿投胎，迟迟找不到自己的spark，因此不断否定自己抗拒外界的灵魂。像spark这样的概念很容易理解成理想，但生活中没有理想或者放弃理想的人越来越多，似乎那只属于少数精英、厉害的人。而男主也还在为此挣扎努力，尽管周围人冷嘲热讽，母亲也是要求他安于稳定的现状。这种人生话题很大也挺常见，但皮克斯给出了一个更适合普通人的方向，而且是以轻松而富有新意的方式，没有煽情，没有夸张的冲突，没有大打一番的大boss，而是可以细细感受其中的人生意味，挺走心的。好像票房排片都不理想，因为这部电影并不一味地追求娱乐性，也不是要合家欢，这是最顶级的创作者在讲关于人生的故事，各种细节很有意思，比如迷失的灵魂、进入心流状态的灵魂等等，非常值得一看。
心灵奇旅 Soul,2020,8.9,3878,"影片中爵士乐手的故事说得对，寻找海的鱼很难承认周围的水就是海。当下社会生活愈发艰难，保持乐观成为了一种难能可贵的品质。在年轻人中，意义解构得到越来越多的认同，与影片中“准备好了才能降生”这种童话色彩相反，我们似乎是被粗鲁地扔进这个世界，而有些人放弃了呼喊。放弃呼喊得到的是更大的空虚。我们包装华美的朋友圈背后是怎样心酸的故事，自始至终不足为外人道也，因为这个社会不欢迎沉沦之风，它希望看见所有泥潭中的人都梗着脖子钻出来，嘴唇干裂地向烈日乞饶，并得到成功主义的价值认同，然后再告诉他们：“恭喜你，现在可以从里面出来了。”不管是跪着也好、趴着也好，只要嗓子能发声、四肢健全，便可以开始歌颂及朝拜。只要成为了唱诗班的一员，阎王和孟婆不介意将你的名字暂时搁置。我在影片中看到的世界，不是我的世界，但这毕竟是童话。当人们不再满心欢喜地相互称呼“我的同志”时；当电影通过生活中的“小确幸”告诉我们关注自身时；当我们默许周围的环境坚不可摧、无法抗逆时，我只感到“妥协”在我的心灵之上一遍一遍叩击——抗争无效，我们只能转变视角，去寻找别的幸福，这是彻底的投降主义。When life gives you lemons, make lemonade.然而柠檬究竟是谁给的呢？不是生活。让人在生活中找乐子从而活得心安理得？不应如此。通过容忍失败者来体现社会的进步？大错特错。以上也许是意识形态批评，也许不是，如果是阅读理解一定完全偏题，但这篇东西也基本上不算是针对电影本身的评价。其实作为一部商业作品，《心灵奇旅》表现还是非常亮眼的。"
心灵奇旅 Soul,2020,8.9,3878,"～ 有点小失望，可能期望过高吧。
 如果是从J（男主）的角度看，他的生活原本就有着明确的目标，他完成了他这一辈子都在准备的事件（主角自己提过）后才有了重新认识生活、甚至愿意放弃活着的机会这样的经历和决定。而我想，更多的观众人生还没有达到这个节点，所以说对于实际的指导意义也会欠缺一些 。
如果从22的角度来看，它是一个未曾在人世间活过一天，且对于那些人世间的东西全都没有认真学过的灵魂。而22来到世间有了身体和感官，突然间爱上了平常人习以为常的一切，它的火花就是在人世间活着，体验人的生活。确实，一个东西可能你早就有所了解，但是真的做时又是别样的体验。
22最终只是想体验活着，片中没有展示它最终将灵魂投入了哪种具体体验，而是提到：“火花不是人生目标，当你想要生活的那一刻，火花就已经被点燃。”片中那些想让22生活的瞬间，Tony给的棒棒糖、吃披萨、听音乐、看着金色阳光中槭树种子旋转飘落，它想生活的欲望就是这一个个美好的瞬间串起的。
 而我们的人生，究竟是建立在一个个对要实现目标的坚持，还是一个个感悟美好的瞬间之上呢？
显然，影片的答案倾向后者（由美国电影尤其米老鼠动画的一贯套路，不难得出这个结论）。这也是我对这部电影失望的原因。
 J在找大海，生活在他眼里变成了水；22也在寻找海，而它之前见过了各式各样的水，当生活的水全部一下呈现在它眼前，它立刻就找到了。而现实中，能一眼看到海而看不到水只说明你对海的追寻不够深，因为没有什么深入的感悟和快乐是这么来的。
 22爱这个世界的生活，是因为此前的千年里，它过着没有真实体验的生活。然而生活不论如何，终究不是整天享受和Tony闲聊，整天吃比萨也难身体健康、整日听音乐会腻、整日坐着看天也会烦。没有了真正的追求过程，生活中的火花终会变成没有火花。
 像J这样眼里只有水看不到海的情况，我们固然可以说这部电影给出了一边赶路一边也要注意赏花的启示，但这显然不足够撑起一部优秀的影片，也显然不是这部电影所有的内容；而22这样只见海而不见水的角色是很割裂的，既无现实对应，也无参考价值。实际上我们也都知道，这二者对于完整而有意义的生活缺一不可。所以这部影片，到底又回答了什么问题？
 影片的表现形式还是很值得褒奖的，用简洁的线条处理做出流畅新奇的视觉效果，从中我们可以体验到立体主义画作的几何冲击力和《星际穿越》般的跨维度震撼感，小线条办大事还是很可以的。
 总的来说，有创新有惊喜，更多来说有一点失望，和皮克斯以往的封神之作还是有不小的差距。
 仅表达个人见解，不喜勿喷，欢迎讨论。
"
心灵奇旅 Soul,2020,8.9,3878, 1、很久没有因为一部电影这么激动了。坐在电影院里，左边是陌生人，右边是儿子，我强忍了泪水。《心灵奇旅》我是看到心上去了。这部动画片用生死的想象来跟大家探讨了人生的意义。（由于本文内容需求，以下含大量剧透，会影响你们的观影感受，建议还没看的先收藏再关闭，看完再来看此文加入讨论吧）一位经历了无数次失败的黑人小哥乔伊·高纳在即将迎来自己高光时刻之时，因为乐极生悲摔进马路中间的黑洞——挂了。故事就从他灵魂的经历开始讲起，他的灵魂来到往生之处排队投生时，无法接受自己还没完成梦想就结束此生的命运，便逆流而上，开始了“逃生”。在“逃生”过程中，他机缘巧合之下来到了一个“生之来处”的地方。在这个地方，所有的灵魂都要在那里经过培训，获得他们的性格特点和兴趣，然后就能获得通往地球的通行证。这张通行证需要在性格、兴趣等多方面盖章，盖满了章才可前往地球。通常最后被敲章的一格是“火花”，只要点燃它，就能完成培训、前往地球。乔伊不是来点燃自己的火花的，他还没去往生之处洗涤灵魂。为了不被强行拖去洗涤灵魂，他冒充一个医生，成为了给灵魂们培训、帮助他们点燃“火花”的导师。他被分配到一个名叫二十二的学员。他从学员身上发现了一个机会：二十二一点也不想去地球，那只需帮她获得通行证，再把通行证给自己，乔伊不就能回到地球了吗？可惜，二十二始终找不到点燃自己的“火花”，她对任何事情都没有兴趣。但她看到了乔伊的命运，以及他强烈求生的愿望，于是，愿意帮助他回到地球。阴差阳错间，他们一起回到了地球，二十二投到了乔伊的肉体上，而乔伊的灵魂则回到了一只猫身上。他们在人间帮助乔伊完成那临门一脚的梦想——参加爵士演奏会。正是在这个过程中，二十二附身在乔伊肉体上，有了听觉、味觉等各种感觉，开始感受到生命的美妙，从而点燃了她的“火花”。当他们共同贪恋人间的美好时，活在地球的通行证却仍然只有一个。乔伊认为点燃“火花”是自己的感受影响了二十二，而不是二十二自己点燃了“火花”。二十二愤然撕下通行证甩给了乔伊，让乔伊回到了地球。而当乔伊看到兜里二十二留下的棒棒糖、槭树种子时，他感受到了二十二留在他脑海里的记忆和感觉，那种幸福和感动，让他明白二十二真的找到了属于自己的兴趣——那只是平凡而普通的看天、走路和吃披萨。原来“火花”不是人生方向，它可以是任何一个微不足道却足以感动自己的小事。也就在乔伊感受二十二留在他脑海里的感受时，伴着钢琴声，我感动到抑不住流泪。我也感受到了二十二感受到的那种喜悦、幸福，内心被冲击得一塌糊涂。原以为自己是超级讨厌地球的人啊，怎么会因为一抹阳光、一片落叶、一口披萨，就幸福得无以复加。而乔伊完成了自己的梦想之后，也怅然若失，他原以为自从那一晚之后人生就会发生巨变，变得跟原来再也不一样了，可结果，一切都没变，目光所及之处还是原封不动，日子还是照样过，既无聊又平凡。所以，在这实现梦想之后的怅然若失，以及感受细微惊喜之间的矛盾对比中，敢问屏幕前的你，人生的意义究竟在哪里？我们活着，为的什么？我流泪，不光是为那些感受，更是为一种不谋而合、一种感同身受的激动。因为我就跟二十二一样，容易会被一些细小而简单的事情感动：会因为买到了心爱的东西开心得手舞足蹈；会因为坐在电脑前打字被冬日的阳光照了一身而幸福得说不出话来；会听到音乐而感动得流下眼泪……我也没有什么大梦想，并不想赚多少多少钱，并不想做多么伟大的事情，只想一点点、稳定地做自己那些细微的小事。然后再从整部电影的叙事、结构来看，我又一次叹服、感动，如果真要说我有什么大的梦想的话，可能我就希望能写出那样的故事来吧。总之，这部电影我会毫不犹豫地给5颗星。我也非常庆幸带孩子去看了，尽管他没有我这样的感触，但我仍然觉得他会记住这部电影的。2、说到人生，我还想跟你们聊聊人生。我觉得买键盘就像人生一样。本来我觉得键盘就是电脑附带的一个工具，只要能打字就行，没什么可挑选的。可当我看到老公买的键盘之后，突然就迷上了键盘。因为我发现，原来键盘可以是这样的手感，可以绽放出如此美妙迷人的动态彩光，并且键盘本身也可以有这么多的色彩设计……这就像无聊的人生突然找到了目标，于是，我便展开追求——决定自己也要买一个这样的键盘。可是，当我开始购买的时候，翻了N天的淘宝，我才发现想买一个中意的键盘也是很有难度的。老公买的那款键盘手感、RGB背光都好，可是键帽颜色灰沉沉的我不太喜欢。更何况，跟他买一模一样的键盘也很浪费。可是，有好看键帽颜色的键盘，要么没有RGB背光，要么质量、手感差强人意，而且不同的品牌和质量，也是千差万别。这么多要素在我心中能够全打满分的键盘，根本就找不到。于是，最后我的选择只能先选必须项，RGB背光、大牌专业制造厂商、配色比较特别的设计，在这三项必须项里，配色没有特别中意的，于是满足前两项之后再选相对好看的。这就像追求梦想的过程，总是充满重重困难，永远没有十全十美、完全符合自己心目中要求的理想型。等我买到后，发现键盘有一些不满意的小地方，但整体很不错，很喜欢，仍然开心得不行。就像乔伊在实现梦想后，尽管过后怅然若失，可实现的那一瞬间仍然有巨大喜悦。人生啊，永远交织着开心和失望，永远交织着无聊和有趣。每一种感觉，都证明我们还活着，还能感受，人生要什么意义啊，活着就是最大的意义啦！
心灵奇旅 Soul,2020,8.9,3878,"文：闫晓雨生病在家躺了几天，身体和心里都恹恹的。不想说话也不想见人，那种熟悉的倦怠感又袭来。就觉得活着好没意思啊。每一天都味同嚼蜡。不想听任何人劝慰，这个世界好好的，只是我破碎了。直到昨晚突发奇想想去看一场电影，索性起床，抓了顶帽子，戴好口罩，裹上围巾，出门之前定了最近商场的最近一场的《心灵奇旅》的场次。在这之前，我没看过大家对这部电影的评价，也不知道它讲的是什么，纯粹是希望，打发一下时间。 
电影用很多大胆设定展示了人类一生的来龙去脉。出生之前，我们都生活在“心灵学院”这样一个听起来很无聊的地方，导师掌握我们的人格配方，热情、内向、自恋、阴险……按照比例调配，然后再集齐勋章上的各种要素，只为拿一张地球通行证；肉体死亡以后，将通往生之彼岸，和浩浩荡荡的亡灵一起排队。难得中西方在“往生”这件事上达成共识；地球人在全情投入到某件事、某种称之为热爱的东西时，会产生强大心流，自动切换到“忘我之境”，这里是物质世界与精神世界的交界处；不同维度的阐述，解释了我们这一生发生的所有可能。瞧，即便是所有人认为有意思的桥段。我都和电影里的那个生活在心灵学院上千年，死活不肯去投胎的怪胎灵魂22一样觉得无聊，如果我们这一生都是被设计好的，那活着有什么意义？电影里给出的一剂良药是：“火花”。找到点燃你生命的那束火花，得以完整人格，踏上人世之旅。电影里的主人公乔伊和22相反，他平凡且热忱，有明确的人生目标。他喜欢音乐。即便家人认为搞乐队是不务正业，即便一直以来没有获得被青睐的机会，他都坚信自己的「爵士乐的天选之子」，所以当他误入心灵学院了解到活着的真相以后，他更坚定音乐就是自己的火花。站上舞台就能逆天改命。这个时候的乔伊，把音乐本身当作目的地。卯足劲地跑，只为赶到终点，挥挥手，向所有人证明“你们看，我能做到哦。”电影里最令我震撼的一幕是，当乔伊真的穿越重重阻碍，登上理想中的浪漫舞台，完成一场酣畅淋漓的表演以后，走出门，问同伴，“那然后呢”。“然后啊，明天准时再来一场。”周而复始。把热爱变成平常。这是乔伊没有想到的，关于梦想的结局。
他说：我这一辈子都在等待今晚这一刻，我还以为我的感受会有所不同。其实并没有。掌声和鲜花只会满足人类片刻的小小虚荣心，成就感这个东西，只容易发生在当下，所有的豪言壮语都变成肥皂泡，‘嘭’地一下，炸裂开来，我们感觉到心灵真实的湿润过后又很快蒸发掉。依靠“人生目标”活着的人，有着火力全开的热情，却往往最容易在达成目标以后陷入巨大的空虚之中。世俗方式是，把一个宏大的目标拆解成阶段性目标，不断加油，走走停停。直至接近自己的理想人生。更高阶的方式是，忘记所有前因后果，忘记时间，忘记要去的地方，尽情体验当下正在流逝的一分一秒，那片羽惊鸿般的细微感受，在我们漫长的生命中曾绽放过的小小烟花。灵魂也会高潮。只是容易被忽略掉。
电影里乐队老大给乔伊讲的那个故事。相信你听过好多遍。一只年轻的鱼碰到一只年长的鱼，问，“哪里是大海？”年长的鱼回答道：“你现在就在海洋里。”年轻的鱼不甘心地追问：“我这只是在水里而已，我想要的是海洋。”多么像无病无灾的我们，不断追问生活的意义。回过头来才发现。原来拥有健康、平安，那些琐碎而平凡的日子就是幸福本身。经历生死，站在“第三视角”的乔伊终于学会重新审视自己的生活，了解到自己内心的真实需求。此时，对他来说，音乐不再是目的地，而是旅途本身。是他表达自我的方式。是他作为乔伊，进入生活各大景区时的那张二维码门票。

到这里。如果电影只是在讲一个普通治愈的故事，大概豆瓣评分不会给9分。我觉得这个电影真正的主角不是乔伊，而是22。是拍给许许多多像22那样，对活着这件事没有任何期待的人。没有爱好，没有目标，你们所提到的任何新鲜事物对他们来说都是意兴阑珊，他们不想努力，也不想踏入任何世俗所认可的既定轨道，就像一只鬼，装在盒子里，拒绝外面的世界。“我不配”、“美好不属于我”、“只有优秀的人才有资格活着”……迷失的22走在心灵荒漠里，这些不断回响在他脑海里的话，同时刺激着屏幕前的我们。谁都会有怀疑人生否定自我的时刻吧。可你看，当22真正走进现实生活。吃到好吃的披萨，躺在理发店和陌生人聊天，抬头看看天空，当一片落叶轻轻落在掌心的时候，那种平静的喜悦瞬间抚平这只上千年饥肠辘辘的灵魂。原来。生命的火花不是目标，而是期待，当你对生活产生憧憬的那一刻，产生的眷恋与向往。这是我们生而为人最独特、最奇妙的体验。
电影里的发廊老板，也曾有过自己的热爱呀，他曾立志要成为兽医，却因现实困顿为了赚钱给女儿治病，而选择去上了理发培训学校。如果说没有实现自己的人生目标，我们的人生就没意义的话。那他该多惨啊。面对22的疑惑，他说“不会啊，并不是每个人都能成为的伟人，但我现在每天和来来往往的客人们聊天，让每个人变得更好看，我也觉得很开心。”虽然没拿手术刀去挽救生命，但剃刀，同样可以创造价值。如果你能意识到：生活的美好并非建立在执念之上。我们所处的世界是多元的，丰富的，这条路走不通了可以换一条，脚下前进的方向不再吻合你所追求的生活方式，随时可以刹车，你所经历的种种不甘、痛苦、平庸，都是为了慢慢沉淀成另一个你。莫道桑榆晚，为霞尚满天。我在电影院里坐了2小时，直到电影散场，大家陆续走完，空空荡荡的电影院里没剩几个人还在“等彩蛋”。正片结束，到最后放了个小动画。电影里负责计算摆渡灵魂人数的戴瑞蹦出来说：“电影结束了，该回家了。”我再次穿戴好衣服和口罩，决定去便利店买一桶冰激凌，回家吃。好好生活就是意义本身。
"
